Carmine Aylmore,21.776,35.724,PART TIME
Nester Bermingham,39.664,28.726,CONTRACT
Geralda Reinhart,28.249,23.25,CONTRACT
Fabio Danes,15.53,3.547,FULL TIME
Mano Lardiner,25.265,14.762,CONTRACT
Jaquenetta Cavozzi,20.045,6.999,FULL TIME
Laverne Inkles,18.499,13.179,FULL TIME
Edyth O'Growgane,21.246,13.627,FULL TIME
Carlynn Clemas,31.09,28.747,PART TIME
Dulcea Cleugher,20.338,20.89,CONTRACT
Mae Seear,19.237,37.482,CONTRACT
My McNutt,29.413,8.01,CONTRACT
Harman Birden,28.271,12.454,PART TIME
Opaline Breinl,17.249,5.917,CONTRACT
Marcus Ruecastle,35.05,12.716,FULL TIME
Hendrick Thornton-Dewhirst,37.567,34.518,CONTRACT
Raquela Reeson,25.206,0.812,CONTRACT
Gay Danes,34.772,18.827,PART TIME
Timmi Cartlidge,32.847,6.219,FULL TIME
Rosaline Sakins,15.25,8.391,PART TIME
Juliana Trass,33.587,8.229,PART TIME
Hoebart Klass,28.089,15.89,FULL TIME
Morie Starford,25.733,0.684,FULL TIME
Dell Weekly,24.046,26.329,PART TIME
Gabi Pigdon,29.79,38.907,CONTRACT
Loise Claricoates,38.039,2.965,FULL TIME
Darda Commins,25.474,12.353,PART TIME
Odie Ghelardoni,27.718,7.294,FULL TIME
Vite Mabone,31.752,35.779,CONTRACT
Shelton Mathivon,27.653,31.745,CONTRACT
Carina Redemile,37.208,27.563,PART TIME
Michel Kewzick,33.636,38.516,CONTRACT
Editha Jacqueminot,34.427,15.089,PART TIME
Marietta Janny,26.391,12.313,PART TIME
Zeb Tennick,19.348,23.626,CONTRACT
Zachary Vowels,15.047,1.767,CONTRACT
Moses Newlove,33.227,6.209,FULL TIME
Bebe Creigan,37.817,4.691,PART TIME
Stacee Brandsen,36.496,38.075,FULL TIME
Peter Passler,25.715,32.867,FULL TIME
Deanne Vardey,19.655,33.812,CONTRACT
Josias Jeduch,37.258,8.02,PART TIME
Cordula Boom,19.658,34.531,PART TIME
Rivi Cockley,17.885,32.453,CONTRACT
Nelson Maleck,34.936,14.723,PART TIME
Shalna Braunroth,23.24,29.13,CONTRACT
Chad Paternoster,32.139,2.11,CONTRACT
Moreen Breslau,38.066,36.925,PART TIME
Margi Ceely,28.667,17.656,PART TIME
Malia Parmenter,19.059,0.15,CONTRACT
Cindra Wardale,19.613,29.744,PART TIME
Anni Jeannard,33.132,23.084,CONTRACT
Tybie McGeaney,22.037,18.179,FULL TIME
Rozalie Peirone,30.955,18.253,FULL TIME
Nerita Wharmby,15.798,26.269,FULL TIME
Trev Prettyman,30.434,20.567,CONTRACT
Hernando Ajsik,15.843,15.653,PART TIME
Noell Bachnic,23.249,37.504,CONTRACT
Remus Andretti,34.572,0.207,FULL TIME
Celestyn Hyslop,27.805,17.316,FULL TIME
Theodora Mullender,27.785,29.035,FULL TIME
Sharl McCurtin,29.234,34.37,CONTRACT
Jerri Slocombe,22.885,9.64,FULL TIME
Tess Ellams,15.565,25.513,CONTRACT
Bea McGillreich,26.443,39.569,FULL TIME
Worth Wolfart,17.593,29.702,CONTRACT
Reinhold Seif,39.123,36.456,PART TIME
Kathryne Leon,22.311,27.678,PART TIME
Tiena Sydall,19.774,15.26,PART TIME
Giff Pontain,30.066,38.686,PART TIME
Malanie Frenzel;,15.504,2.775,PART TIME
Stanislas Redihough,29.54,16.335,PART TIME
Lettie Loalday,15.109,5.717,CONTRACT
Glynn Crome,38.465,17.796,FULL TIME
Clementius Berrisford,20.627,7.947,FULL TIME
Ashlan Mawhinney,20.919,32.575,CONTRACT
Edita Churchman,28.496,36.586,CONTRACT
Xavier Niece,15.363,9.762,FULL TIME
Liane Pudan,29.499,15.14,PART TIME
Alisander Erdis,39.492,20.53,PART TIME
Christabel Paddick,22.099,8.711,CONTRACT
Hali Puckrin,19.94,5.429,FULL TIME
Ilse Haggeth,31.118,32.285,CONTRACT
Sybille Pidgen,22.061,23.368,PART TIME
Perl Barras,24.152,35.399,CONTRACT
Rheta Lawranson,31.87,0.314,CONTRACT
Belinda Kordova,17.89,39.656,CONTRACT
Garry Dearlove,25.713,39.611,PART TIME
Edna Drew-Clifton,28.716,38.504,CONTRACT
Taber Plumb,19.891,19.643,CONTRACT
Lia Treadwell,17.664,23.089,FULL TIME
Clo Newlands,35.522,36.124,CONTRACT
Fredi Lumsdale,37.323,17.236,PART TIME
Rennie Waistell,28.528,5.813,FULL TIME
Beck Staning,26.229,8.942,FULL TIME
Donielle Lowdeane,20.396,7.221,PART TIME
Ronnica Sturge,16.653,2.229,PART TIME
Lorant Manneville,18.595,34.079,FULL TIME
Isidoro Skeates,35.948,12.1,PART TIME
Guntar Van,26.278,19.432,PART TIME
Briggs McIllroy,37.529,36.498,PART TIME
Tierney Yukhov,24.86,25.557,PART TIME
Kassia Roche,21.263,14.583,CONTRACT
Blaire Gurnett,30.647,18.837,PART TIME
Garner Newhouse,18.768,38.756,PART TIME
Dalli Brock,22.158,35.455,FULL TIME
Vincenty Teasell,32.949,7.631,FULL TIME
Napoleon Wilds,38.476,3.914,CONTRACT
Jedd Yelyashev,24.093,2.902,CONTRACT
Jonie Free,36.161,24.367,FULL TIME
Lizzie Jouanny,24.91,14.02,CONTRACT
Shara Scirman,20.627,4.593,CONTRACT
Benedict Kivell,25.973,23.27,FULL TIME
Lottie Drysdell,16.594,11.295,FULL TIME
Etan Clymo,23.7,20.828,PART TIME
Constancia Fergie,26.474,0.998,PART TIME
Nigel Robertucci,27.982,4.05,CONTRACT
Worth Vian,22.006,30.576,PART TIME
Dar Bazley,37.637,15.856,CONTRACT
Mace Gerler,26.806,21.154,CONTRACT
Delores Kubat,16.818,14.908,CONTRACT
Yvon Bullocke,16.643,19.353,FULL TIME
Gussy Allcorn,27.513,3.462,CONTRACT
Pandora Eshmade,28.765,20.086,FULL TIME
Maribel Keegan,17.615,28.695,CONTRACT
Gran Wrightson,21.583,20.684,PART TIME
Rolf Garvie,16.012,32.134,FULL TIME
Alair Wisniewski,18.247,2.526,PART TIME
Caroljean Quantrill,26.458,27.153,PART TIME
Valle Domoni,16.421,10.937,CONTRACT
Joana Sterre,37.064,9.237,CONTRACT
Gae Swaite,24.534,39.615,FULL TIME
Norine Ramet,39.508,25.446,FULL TIME
Morlee Pryce,17.85,38.259,FULL TIME
Kayle Hiscoe,37.728,15.53,FULL TIME
Jeremias Allicock,31.127,5.47,CONTRACT
Karlee Feenan,20.38,20.952,PART TIME
Kippy Pitchers,37.206,15.551,PART TIME
Margery Glaister,18.975,35.616,PART TIME
Camella Wands,30.585,11.44,FULL TIME
Emyle Berfoot,30.934,38.197,FULL TIME
Merry Franseco,31.977,10.173,FULL TIME
Jereme Gottelier,26.95,31.09,CONTRACT
Constancy Roblou,17.089,25.781,CONTRACT
Tony Bendig,29.448,33.127,PART TIME
Dyana Banasiak,17.285,2.026,FULL TIME
Niko Peto,18.408,10.601,CONTRACT
Kliment Greenstock,32.136,10.583,CONTRACT
Ruby Beamiss,24.327,5.827,FULL TIME
Sam Coleson,21.084,15.061,CONTRACT
Scotty Atherton,27.591,17.598,FULL TIME
Chloris Bruun,33.253,36.842,FULL TIME
Roseanne Lindsey,28.642,26.038,PART TIME
Yance Pattingson,32.907,3.464,FULL TIME
Audie Lindell,31.575,19.137,CONTRACT
Shermy Archibold,16.212,21.076,PART TIME
Antony Amburgy,27.746,17.638,FULL TIME
Ahmed Schulter,31.042,20.42,CONTRACT
Godfree Fradson,21.132,36.769,PART TIME
Dorri Douris,25.085,13.31,FULL TIME
Susannah Cabble,35.643,39.209,PART TIME
Raphael Orans,22.506,2.07,PART TIME
Olwen Zanini,35.695,10.094,CONTRACT
Cassaundra Sicely,23.092,39.176,FULL TIME
Kris Witul,15.622,36.285,FULL TIME
Bobby Bauduccio,28.994,23.92,PART TIME
Ruben Barday,22.564,35.318,CONTRACT
Dacie Westgarth,23.164,27.789,CONTRACT
Estele Cuddon,30.695,0.157,CONTRACT
Darrick Trebble,36.14,14.727,FULL TIME
Eartha Burker,22.839,29.093,CONTRACT
Barby Talton,33.759,32.445,PART TIME
Cookie Sarre,19.381,33.755,CONTRACT
Hamnet Barts,28.283,3.118,PART TIME
Gwennie Kirvin,28.774,2.058,FULL TIME
Salem Peyton,20.214,26.69,PART TIME
Emmerich Berceros,35.626,19.11,PART TIME
Cassondra Priddie,25.241,32.881,FULL TIME
Wernher McCumesky,35.332,32.517,PART TIME
Brucie Shillabear,15.675,8.058,FULL TIME
Judah Standbridge,32.446,10.598,FULL TIME
Zaneta Node,35.456,8.203,PART TIME
Lusa Haire,15.821,39.48,FULL TIME
Lianna Stonman,34.828,28.372,CONTRACT
Kristos Wreath,39.453,15.306,CONTRACT
Brook Bonham,32.439,18.487,CONTRACT
Kylie O' Shea,21.852,37.903,PART TIME
Abbie MacCall,19.493,10.879,CONTRACT
Marylou Donaway,32.512,37.172,PART TIME
Joellen Rollin,18.105,2.211,PART TIME
Cliff Yallowley,19.399,7.119,CONTRACT
Augusta Binch,30.579,30.525,PART TIME
Natalya Fice,29.332,14.498,PART TIME
Rowen Beyn,27.296,22.29,PART TIME
Nicky Beswetherick,23.937,33.232,FULL TIME
Gustavus Chitter,38.636,3.177,PART TIME
Ronica Headey,25.54,15.507,CONTRACT
Cyndia Scarfe,30.558,10.15,FULL TIME
Jdavie Munkton,20.184,25.889,CONTRACT
Amory Beggin,18.635,25.846,CONTRACT
Carmela Vedenisov,36.361,35.455,FULL TIME
Sianna Grelak,29.439,6.942,FULL TIME
Kara-lynn Dodding,33.756,7.147,CONTRACT
Corty Whittick,21.041,15.797,FULL TIME
Cordi Semble,36.304,27.406,PART TIME
Tonye Brogan,26.253,12.051,FULL TIME
Pier Mularkey,20.761,29.76,CONTRACT
Katee Triswell,16.043,3.34,CONTRACT
Christi Otridge,26.69,3.145,CONTRACT
Riannon Sandall,34.855,5.311,FULL TIME
Dillon Dunguy,29.494,22.55,FULL TIME
Joanna Antunez,38.172,23.9,PART TIME
Brod Rhydderch,18.901,26.246,PART TIME
Donia Whitehair,34.945,30.877,CONTRACT
Marina Robjents,24.358,28.301,CONTRACT
Kalindi Uden,37.521,31.949,FULL TIME
Andree Rennocks,31.18,3.244,FULL TIME
Alphard Skahill,27.675,31.505,FULL TIME
Meara Konertz,32.653,35.595,CONTRACT
Elia Caulket,38.023,23.139,CONTRACT
Josias Antusch,33.03,15.26,PART TIME
Petronia Scoterbosh,27.179,0.949,FULL TIME
Debora Gowrie,35.491,15.307,CONTRACT
Karisa Escale,17.938,24.329,CONTRACT
Fania Haberfield,22.574,27.474,CONTRACT
Reeta Lockhead,39.956,11.817,PART TIME
Jeremie Kolushev,24.6,15.877,PART TIME
Katharina Belcham,27.178,11.786,PART TIME
Sarajane Bohling,38.193,14.418,CONTRACT
Tabbie Gemnett,24.948,18.186,CONTRACT
Juanita O'Mailey,31.046,20.258,FULL TIME
Brandea Warden,18.134,25.343,PART TIME
Myra Lembke,20.557,23.645,PART TIME
Haskell Broadwood,23.272,4.599,CONTRACT
Danna La Batie,30.734,11.8,FULL TIME
Lyndel Gerritzen,25.271,14.508,FULL TIME
Ruthi Chapple,21.521,3.319,CONTRACT
Rodie Waterhouse,16.543,1.115,FULL TIME
Bradan Eddolls,37.969,1.869,CONTRACT
Etti Hawkridge,25.83,10.017,CONTRACT
Liz Aldham,30.671,37.457,CONTRACT
Tedd Cristofolini,34.176,31.2,FULL TIME
Cherise Chung,38.019,15.837,FULL TIME
Bebe Bartczak,28.785,21.631,PART TIME
Shalna Lemerle,39.758,35.191,CONTRACT
Martino Legg,32.464,2.035,FULL TIME
Hewe Althorpe,20.275,16.883,CONTRACT
Devonna Buntain,27.703,26.772,FULL TIME
Mitzi Carletti,28.959,14.646,PART TIME
Cassey Kleinstern,36.577,16.086,CONTRACT
Rustie Ferrucci,18.303,39.104,PART TIME
Storm Brinkley,34.376,7.489,CONTRACT
Lainey Baggaley,18.265,4.669,CONTRACT
Tiffany Howle,15.274,9.44,CONTRACT
Ashlee Grzelewski,32.788,10.449,PART TIME
Martie Logan,28.553,21.934,FULL TIME
Launce Cluitt,21.597,14.893,FULL TIME
Augusto Warton,17.108,4.606,PART TIME
Arv Blandford,31.634,37.313,CONTRACT
Latashia Bendelow,37.926,19.885,PART TIME
Lief Lagne,21.203,25.638,FULL TIME
Lanna Phillcox,33.24,3.292,PART TIME
Beverly Roches,31.611,25.326,FULL TIME
Anastasia Casaro,22.512,14.425,FULL TIME
Patrica Butland,38.295,5.681,CONTRACT
Urbano Carlick,36.674,32.287,PART TIME
Kerwinn Ruckman,15.671,24.308,PART TIME
Dedie Gosselin,37.425,12.183,FULL TIME
Norbert Zeal,29.923,23.955,FULL TIME
Othella Ranshaw,19.453,13.017,PART TIME
Dallas Sprigg,30.1,4.392,CONTRACT
Kienan Skones,18.124,33.539,FULL TIME
Corilla Bramble,34.179,0.106,FULL TIME
Sanson Mineghelli,37.892,31.728,CONTRACT
Britte Wolfart,35.034,26.287,CONTRACT
Abbie Blaxley,27.927,35.675,CONTRACT
Maurizio Gammons,21.98,15.554,CONTRACT
Tanner Castells,16.103,29.042,CONTRACT
Taddeo Halhead,27.737,24.232,PART TIME
Korney Hagger,27.607,26.258,CONTRACT
Kale Wiltshaw,35.659,19.62,PART TIME
Paige Van den Velden,23.188,36.006,CONTRACT
Dyanna Dibbert,19.397,6.482,FULL TIME
Sydelle Margett,33.545,21.387,FULL TIME
Jemie Dimitriev,20.496,11.855,FULL TIME
Ania Luten,35.131,10.88,FULL TIME
Porter Saylor,37.186,10.37,PART TIME
Xerxes Burney,16.933,23.387,CONTRACT
Tarra Diloway,20.176,14.839,CONTRACT
Kaspar Skillern,32.581,33.973,FULL TIME
Saunder Menco,35.596,23.038,FULL TIME
Benedick Meynell,28.387,19.138,FULL TIME
Issie Panther,35.503,12.538,PART TIME
Bernete Meneghelli,32.666,32.707,CONTRACT
Elvyn Goldstone,23.314,13.466,FULL TIME
Fredelia Cavie,39.56,12.913,CONTRACT
Nikolaus Prujean,25.203,1.848,CONTRACT
Camille Kiessel,38.737,1.205,FULL TIME
Abran Attreed,22.053,3.559,PART TIME
Zebulen Mooring,31.196,34.776,CONTRACT
Kylie Danet,30.937,33.406,FULL TIME
Jacquie Naldrett,33.908,1.841,CONTRACT
Thorndike Blakeden,30.714,33.729,FULL TIME
Gilbert Waterstone,17.88,25.448,CONTRACT
Marlowe Robins,18.306,18.595,FULL TIME
Ezequiel Halegarth,27.332,9.506,PART TIME
Randy Tartt,30.791,30.628,FULL TIME
Gael Annott,34.771,31.271,FULL TIME
Abe Rainon,29.932,7.848,CONTRACT
Shelley Linstead,15.778,36.723,FULL TIME
Suellen Le Count,39.302,39.129,PART TIME
Ofella Blunden,25.434,14.553,PART TIME
Fielding Jojic,34.868,35.926,FULL TIME
Merilyn Marjanski,31.067,37.679,PART TIME
Fredrick Vatcher,25.504,34.146,CONTRACT
Eldredge Amdohr,20.831,3.088,CONTRACT
Nicolais Mar,30.457,2.576,PART TIME
Dannie Ramsbottom,37.705,29.061,FULL TIME
Pall Witterick,33.488,0.074,CONTRACT
Francis Harnor,23.311,7.191,FULL TIME
Glenn Marie,34.188,9.261,FULL TIME
Genia Ivakin,38.133,32.682,CONTRACT
Kiele Napolitano,31.206,1.074,CONTRACT
Pasquale Bickerstaff,18.684,35.818,CONTRACT
Sheri Oswick,33.356,24.016,CONTRACT
Chandra Lyle,39.649,20.949,FULL TIME
Shirline McGeorge,24.688,6.649,PART TIME
Annabel Gotmann,32.618,20.513,FULL TIME
Olvan Galton,38.86,20.067,FULL TIME
Harald Osborne,19.077,2.013,CONTRACT
Waylin Spafford,28.46,31.303,CONTRACT
Lennard Kyttor,24.553,39.681,FULL TIME
Mercedes Lytlle,38.659,34.215,FULL TIME
Fernanda Reade,39.565,1.937,FULL TIME
Prent Godfrey,17.323,0.028,CONTRACT
Lalo Crinidge,27.72,13.664,PART TIME
Artemas Parlot,36.531,4.629,FULL TIME
Pavia Yitzhok,38.791,20.64,CONTRACT
Orsa Keeley,28.804,36.73,CONTRACT
Dominique Havers,20.581,19.995,CONTRACT
Wilmette Spata,34.444,18.881,PART TIME
Caddric Sparling,32.449,36.962,FULL TIME
Demetri Dutteridge,28.072,33.491,FULL TIME
Baldwin Gowans,32.961,34.296,PART TIME
Abbot Vokes,34.179,28.415,FULL TIME
Jeanette Dongate,38.461,29.743,PART TIME
Corliss Manklow,16.013,28.501,FULL TIME
Hettie Suche,17.532,0.034,FULL TIME
Germain Lloyd-Williams,25.446,17.345,CONTRACT
Eolanda Gallyhaock,38.467,17.709,FULL TIME
Joeann Faustian,17.062,25.791,CONTRACT
Cahra Hughes,19.357,30.348,PART TIME
Doria Portis,19.193,30.978,CONTRACT
Gerti Sogg,38.818,19.887,CONTRACT
Frederica Buret,36.575,11.292,PART TIME
Pier Pontain,23.267,9.31,CONTRACT
Mario Hempshall,28.871,38.585,FULL TIME
Maia McGee,33.498,8.573,PART TIME
Wendel Clifforth,24.734,4.187,CONTRACT
Emmy Hellikes,33.342,12.025,CONTRACT
Filip Crannach,28.274,17.332,FULL TIME
Kate Pinchin,16.277,13.933,CONTRACT
Amby Ragot,33.875,14.267,CONTRACT
Kalil Murrie,22.83,2.29,PART TIME
Jackqueline Sleeny,35.685,34.121,CONTRACT
Clarisse Trunby,17.757,31.016,PART TIME
Susanne MacDougal,16.225,2.525,PART TIME
Marrissa Maypole,22.94,4.796,CONTRACT
Colet Cotes,37.552,7.372,FULL TIME
Chloe Sabin,19.295,28.444,PART TIME
Desdemona Djurisic,35.06,19.966,FULL TIME
Denney Cockshott,39.958,24.383,CONTRACT
Del Lohan,20.847,21.906,PART TIME
Domingo Foss,37.624,34.672,FULL TIME
Kali Challoner,17.896,36.695,CONTRACT
Tamqrah Lantaph,28.948,0.31,FULL TIME
Britni Milmoe,34.124,32.794,FULL TIME
Earle Eccles,15.766,19.849,PART TIME
Sonni Wavish,32.962,30.89,PART TIME
Rodrique Ekins,33.321,34.185,CONTRACT
Susy Elldred,17.614,28.249,PART TIME
Bethina Wennington,25.988,3.489,CONTRACT
Crysta Roft,18.446,8.658,CONTRACT
Harlan Hunnawill,37.089,18.912,FULL TIME
Irina Pavlovsky,17.295,6.562,PART TIME
Kurt Sporgeon,19.368,23.06,CONTRACT
Delphinia Dabel,19.504,3.003,PART TIME
Aldwin Nehl,28.33,31.066,CONTRACT
Robinson Deniscke,31.059,1.859,PART TIME
Gaston Martensen,25.701,25.64,FULL TIME
Fulvia Amer,37.347,26.035,PART TIME
Mordecai Pinch,18.397,21.351,PART TIME
Aldridge Hek,15.131,11.248,FULL TIME
Emilee Hillett,25.99,16.453,PART TIME
Inglis Dingle,19.581,5.936,FULL TIME
Maggee Castana,37.214,19.465,CONTRACT
Dee McGrory,17.753,36.511,PART TIME
Darn Peppett,15.845,8.667,CONTRACT
Maible Straniero,34.674,23.609,FULL TIME
Cloe Lawn,36.41,24.389,PART TIME
Stevena Brabin,28.473,13.894,FULL TIME
Erin Royden,28.838,26.628,PART TIME
Bink Gulland,37.068,36.001,CONTRACT
Russell Langley,23.506,29.56,FULL TIME
Robin Burrass,17.686,19.673,CONTRACT
Jayson Barette,34.242,24.247,PART TIME
Kippar Beadnell,38.814,23.967,FULL TIME
Tandy Gecks,19.55,3.557,PART TIME
Janessa Ferrers,38.442,21.368,PART TIME
Standford Kinver,37.715,28.942,PART TIME
Tracie Snawden,35.153,37.873,CONTRACT
Georgie Mellmoth,19.671,37.752,FULL TIME
Carin Darco,31.022,2.125,PART TIME
Ryley Cottam,19.339,13.017,CONTRACT
Loydie Proby,15.41,27.894,FULL TIME
Madelin Dyerson,15.5,29.904,FULL TIME
Mildred McGonigal,26.188,38.38,FULL TIME
Inna Soall,31.648,4.376,PART TIME
Leonie Mack,22.163,22.618,FULL TIME
Weider Ginner,33.659,27.263,PART TIME
Zuzana Softley,29.082,4.329,FULL TIME
Rhoda Droghan,29.897,23.697,FULL TIME
Yetta Velez,16.265,13.418,FULL TIME
Magnum Hyatt,29.509,24.874,FULL TIME
Bridgette Weight,15.742,26.086,PART TIME
Khalil Bewshire,39.686,24.754,CONTRACT
Beale Baitman,20.864,35.06,CONTRACT
Cthrine Conichie,20.281,29.899,FULL TIME
Gregorius Basnall,34.08,19.997,FULL TIME
Darrel Hoff,27.63,1.613,PART TIME
Tabina Fabbri,23.605,22.124,CONTRACT
Abdel Fawthorpe,26.924,30.185,CONTRACT
Alano Ollis,34.553,19.967,PART TIME
Roxane Saundercock,20.15,34.258,FULL TIME
Warde Khoter,18.415,8.749,FULL TIME
Rebeka Sterndale,34.62,20.411,PART TIME
Gwenni Kincade,33.944,0.971,FULL TIME
Brandtr Swinnerton,37.291,37.171,CONTRACT
Othello Barsby,38.41,2.657,CONTRACT
Heidie Nellen,23.906,28.135,CONTRACT
Lissy Rowena,21.728,23.372,PART TIME
Pearce Danaher,15.306,8.475,FULL TIME
Tracie Crosskill,21.316,21.118,FULL TIME
Ethelyn Holliar,33.393,2.484,PART TIME
Norbie Immings,37.649,29.289,CONTRACT
Hayden Rawstorne,19.656,27.946,PART TIME
Marcelle Alcorn,16.24,29.719,PART TIME
Sidonia Elven,30.765,14.248,CONTRACT
Bret Chugg,26.585,21.569,FULL TIME
Cortie Facey,26.152,0.798,FULL TIME
Mylo Straine,15.364,4.495,PART TIME
Willdon Bellin,15.415,0.096,CONTRACT
Nat Fruen,26.622,13.239,PART TIME
Jemmie Evenden,30.565,21.125,PART TIME
Bettine Brodley,33.042,33.803,PART TIME
Jonie Frowen,31.221,3.577,PART TIME
Kimbra Ruoff,28.832,7.563,PART TIME
Armin Hendrickx,37.917,3.477,FULL TIME
Hashim Rushbrook,27.281,18.775,CONTRACT
Harriette Jellybrand,31.907,11.979,CONTRACT
Constantine Allard,37.282,29.428,FULL TIME
Darcee Lodo,18.876,19.403,FULL TIME
Gareth Moncreif,33.317,33.208,PART TIME
Raynor Matley,23.11,22.459,FULL TIME
Tessy Gollard,37.18,8.52,CONTRACT
Ariel Emma,32.031,16.972,FULL TIME
Petronille Jakubovicz,15.001,26.801,FULL TIME
Fred Flecknoe,34.501,11.364,FULL TIME
Marna Carslake,17.223,17.748,CONTRACT
Taffy Wykes,30.471,18.915,CONTRACT
Jerri Everex,31.201,26.851,CONTRACT
Celestine Nayshe,22.349,14.481,PART TIME
Rafaelita Beeho,38.853,28.677,FULL TIME
Stormie Breckin,26.369,39.451,PART TIME
Waly Allsop,33.469,37.403,PART TIME
Courtnay Meco,36.185,6.622,CONTRACT
Elwood Solway,36.667,3.883,PART TIME
Anette Burne,21.888,0.434,PART TIME
Nahum Trafford,22.445,23.394,PART TIME
Wilmer Ivashov,23.088,21.853,FULL TIME
Dacey Bundock,18.888,8.153,CONTRACT
Reynold Salvador,29.235,22.843,CONTRACT
Arny Hankey,18.429,18.177,CONTRACT
Sharona Duke,28.796,30.473,CONTRACT
Trish Mahoney,22.887,25.353,FULL TIME
Laurena Huggan,28.916,35.507,FULL TIME
Stearn Sommerscales,18.673,5.789,FULL TIME
Zabrina McCrillis,15.089,2.766,CONTRACT
Aindrea Haggar,27.099,13.635,FULL TIME
Kailey Digle,24.733,8.499,FULL TIME
Yolande Quinnelly,29.282,36.217,CONTRACT
Felic Hannen,35.932,11.085,CONTRACT
Harbert Sedger,36.831,8.918,PART TIME
Liam Wringe,29.699,17.993,PART TIME
Antone Pharoah,37.674,10.804,CONTRACT
Donal Ivain,29.589,15.822,FULL TIME
Rivy Streetley,37.691,28.939,CONTRACT
Patty O' Driscoll,23.174,15.758,FULL TIME
Orazio Petrollo,36.259,26.139,PART TIME
Stesha Esche,24.295,2.368,CONTRACT
Glad Chazier,17.96,30.677,CONTRACT
Wilmar Dolohunty,22.92,27.48,FULL TIME
Maxi Longshaw,18.543,17.503,PART TIME
Beitris Ife,25.12,17.637,PART TIME
Charmane Piggin,23.837,12.604,PART TIME
Renee Furbank,38.978,35.636,PART TIME
Olav Heynen,32.238,31.57,CONTRACT
Bobbie Fluger,20.092,36.734,FULL TIME
Saleem Brentnall,20.013,6.449,CONTRACT
Stacy Tolemache,27.341,11.814,PART TIME
Lolita Tennant,20.024,28.394,PART TIME
Chucho Scandwright,15.111,23.234,PART TIME
Honoria Cleever,31.621,20.522,CONTRACT
Cheston Cooley,31.253,35.454,FULL TIME
Bobbette McGibbon,21.73,4.087,CONTRACT
Ava Stairs,38.464,38.553,CONTRACT
